IMAGES,HE,BBHE,MMBEBHE,DSIHE,RMSHE,RSIHE,RSWHE_M,RSWHE_D
baby.bmp        ,6.08489956331886,10.2821353711791,19.8157292576419,6.51510480349356,11.5192139737991,10.453576419214,23.4417554585153,23.7445458515286
babyincradle.png,121.703336155698,47.1546655498602,122.916027082556,58.2159503021143,33.7153114767033,44.4714258401085,50.9791812716419,58.5237063406078
bacteria.tif    ,4.06776290872365,8.29696376720112,5.64893952783738,4.40859739931823,9.56451205655854,7.67949122585524,34.2046774397173,33.4430943062745
fl1.bmp         ,11.0959809624537,15.4210735060815,17.1559360126917,2.68376520359605,1.68079058699107,12.5733077736647,17.1404680063458,28.7788868323638
foggy_ (2).jpg  ,23.5179080675424,10.1533911819889,8.24718105065676,10.6675046904315,7.17753517823644,6.29763836772989,16.4156074108816,16.8976923076924
foggy_ (3).jpg  ,28.5515032833022,5.93875000000006,2.772901031895,6.9603635084429,10.2966580675424,14.4696552532835,12.7481167917446,10.9653072232643
foggy_ (4).jpg  ,13.6894528049939,5.26945100055865,13.4716727115245,5.79991834930176,2.63911871379931,3.93815722044739,20.953478770818,26.0750350060441
foggy_ (6).jpg  ,23.7278162650602,17.4709743975904,36.8137168674698,14.1048900602412,32.5882710843373,31.1598027108435,51.1263087349399,50.7110722891567
foggy_ (7).jpg  ,20.9853789062498,5.57474045138876,32.2710013020832,7.86951649305536,22.6017005208334,27.1100329861114,38.7089752604168,43.5647018229166
foggy_ (9).jpg  ,30.6175066666666,16.3035946666666,7.60373333333328,15.1552479999998,15.2085866666667,16.2526533333332,9.85824533333357,9.44879200000011
lenna.jpg       ,30.6029815673828,14.5581665039063,29.3597259521484,15.9152221679688,9.4752197265625,11.4625854492188,27.2854461669922,30.3149566650391
mixedfruit.bmp  ,23.2262890624998,11.5157405598959,12.7401350911458,11.1451920572917,13.6477799479167,13.9696907552083,3.58123616536454,2.84887044270852
puppy.jpg       ,92.9099115533443,36.95317302377,32.4541791044776,52.9798396904368,8.02363736871194,4.32190160309562,8.08813156440024,26.838430071863
AVERAGE         ,33.1369790590181,15.7609861523144,26.2516060250355,16.340085594284,13.7029488745122,15.7046091490857,24.1947406442394,27.858083935343
